Repeat,VAR2,Point,SMU1 Voltage,SMU1 Current,SMU1 Time
1,1,398,1.24140E+000,-393.00000E-012,15.11881E+000
1,1,399,1.24453E+000,2.13800E-009,15.16171E+000
1,1,400,1.24765E+000,91.00000E-012,15.18563E+000
1,1,401,1.25078E+000,-458.00000E-012,15.22746E+000
1,1,402,1.25391E+000,-2.22500E-009,15.26965E+000
1,1,403,1.25704E+000,-386.00000E-012,15.31139E+000
1,1,404,1.26016E+000,-1.25000E-009,15.33525E+000
1,1,405,1.26329E+000,906.00000E-012,15.37904E+000
1,1,406,1.26642E+000,-234.00000E-012,15.42077E+000
1,1,407,1.26954E+000,115.00000E-012,15.44463E+000
1,1,408,1.27267E+000,-695.00000E-012,15.48795E+000
1,1,409,1.27580E+000,-447.00000E-012,15.53126E+000
1,1,410,1.27892E+000,364.00000E-012,15.55515E+000
1,1,411,1.28205E+000,265.00000E-012,15.61878E+000
1,1,412,1.28518E+000,61.00000E-012,15.66168E+000
1,1,413,1.28831E+000,152.00000E-012,15.68561E+000
1,1,414,1.29143E+000,-523.00000E-012,15.72731E+000
1,1,415,1.29456E+000,-2.11800E-009,15.76959E+000
1,1,416,1.29769E+000,-488.00000E-012,15.81143E+000
1,1,417,1.30081E+000,318.00000E-012,15.83527E+000
1,1,418,1.30394E+000,433.00000E-012,15.87897E+000
1,1,419,1.30707E+000,-129.00000E-012,15.92069E+000
1,1,420,1.31019E+000,68.00000E-012,15.94462E+000
1,1,421,1.31332E+000,-556.00000E-012,15.98807E+000
1,1,422,1.31645E+000,-719.00000E-012,16.03072E+000
1,1,423,1.31957E+000,311.00000E-012,16.05459E+000
1,1,424,1.32270E+000,920.00000E-012,16.11956E+000
1,1,425,1.32583E+000,-55.00000E-012,16.14349E+000
1,1,426,1.32896E+000,-653.00000E-012,16.18736E+000
1,1,427,1.33208E+000,-2.17400E-009,16.22960E+000
1,1,428,1.33521E+000,-452.00000E-012,16.27152E+000
1,1,429,1.33834E+000,-829.00000E-012,16.29581E+000
1,1,430,1.34146E+000,57.00000E-012,16.33866E+000
1,1,431,1.34459E+000,-541.00000E-012,16.38054E+000
1,1,432,1.34772E+000,104.00000E-012,16.40442E+000
1,1,433,1.35084E+000,-533.00000E-012,16.44813E+000
1,1,434,1.35397E+000,-842.00000E-012,16.49073E+000
1,1,435,1.35710E+000,830.00000E-012,16.51460E+000
1,1,436,1.36023E+000,140.00000E-012,16.55902E+000
1,1,437,1.36335E+000,-797.00000E-012,16.60738E+000
1,1,438,1.36648E+000,-783.00000E-012,16.66816E+000
1,1,439,1.36961E+000,-554.00000E-012,16.71073E+000
1,1,440,1.37273E+000,624.00000E-012,16.73460E+000
1,1,441,1.37586E+000,-520.00000E-012,16.77875E+000
1,1,442,1.37899E+000,-517.00000E-012,16.82124E+000
1,1,443,1.38211E+000,175.00000E-012,16.84508E+000
1,1,444,1.38524E+000,-621.00000E-012,16.88731E+000
1,1,445,1.38837E+000,-2.10700E-009,16.92958E+000
1,1,446,1.39149E+000,-440.00000E-012,16.97114E+000
1,1,447,1.39462E+000,-522.00000E-012,16.99499E+000
1,1,448,1.39775E+000,-404.00000E-012,17.03854E+000
1,1,449,1.40088E+000,-1.41900E-009,17.08041E+000
1,1,450,1.40400E+000,200.00000E-012,17.10428E+000
1,1,451,1.40713E+000,-658.00000E-012,17.14806E+000
1,1,452,1.41026E+000,31.00000E-012,17.21193E+000
1,1,453,1.41338E+000,-1.19300E-009,17.23580E+000
1,1,454,1.41651E+000,113.00000E-012,17.27926E+000
1,1,455,1.41964E+000,-161.00000E-012,17.32126E+000
1,1,456,1.42276E+000,221.00000E-012,17.34512E+000
1,1,457,1.42589E+000,-971.00000E-012,17.38757E+000
1,1,458,1.42902E+000,-1.80100E-009,17.43006E+000
1,1,459,1.43215E+000,733.00000E-012,17.47873E+000
1,1,460,1.43527E+000,471.00000E-012,17.52116E+000
1,1,461,1.43840E+000,195.00000E-012,17.54500E+000
1,1,462,1.44153E+000,-681.00000E-012,17.58726E+000
1,1,463,1.44465E+000,-1.93700E-009,17.62880E+000
1,1,464,1.44778E+000,-514.00000E-012,17.67171E+000
1,1,465,1.45091E+000,1.52700E-009,17.69565E+000
1,1,466,1.45403E+000,-918.00000E-012,17.76049E+000
1,1,467,1.45716E+000,130.00000E-012,17.78438E+000
1,1,468,1.46029E+000,-569.00000E-012,17.82724E+000
1,1,469,1.46341E+000,-2.21800E-009,17.86947E+000
1,1,470,1.46654E+000,-388.00000E-012,17.91153E+000
1,1,471,1.46967E+000,-525.00000E-012,17.93538E+000
1,1,472,1.47280E+000,-904.00000E-012,17.97865E+000
1,1,473,1.47592E+000,-99.00000E-012,18.02048E+000
1,1,474,1.47905E+000,70.00000E-012,18.04435E+000
1,1,475,1.48218E+000,-570.00000E-012,18.08793E+000
1,1,476,1.48530E+000,-1.28600E-009,18.13039E+000
1,1,477,1.48843E+000,1.11800E-009,18.15445E+000
1,1,478,1.49156E+000,-1.15400E-009,18.19853E+000
1,1,479,1.49468E+000,1.71700E-009,18.24091E+000
1,1,480,1.49781E+000,-25.00000E-012,18.26567E+000
1,1,481,1.50094E+000,-445.00000E-012,18.32708E+000
1,1,482,1.50407E+000,-423.00000E-012,18.37171E+000
1,1,483,1.50719E+000,-402.00000E-012,18.39562E+000
1,1,484,1.51032E+000,235.00000E-012,18.43891E+000
1,1,485,1.51345E+000,-904.00000E-012,18.48087E+000
1,1,486,1.51657E+000,43.00000E-012,18.50474E+000
1,1,487,1.51970E+000,-649.00000E-012,18.54810E+000
1,1,488,1.52283E+000,-349.00000E-012,18.59070E+000
1,1,489,1.52595E+000,-653.00000E-012,18.61457E+000
1,1,490,1.52908E+000,133.00000E-012,18.65868E+000
1,1,491,1.53221E+000,-721.00000E-012,18.70124E+000
1,1,492,1.53533E+000,351.00000E-012,18.72508E+000
1,1,493,1.53846E+000,-500.00000E-012,18.76710E+000
1,1,494,1.54159E+000,-33.00000E-012,18.82917E+000
1,1,495,1.54472E+000,-439.00000E-012,18.87097E+000
1,1,496,1.54784E+000,-884.00000E-012,18.89484E+000
1,1,497,1.55097E+000,-128.00000E-012,18.93854E+000
1,1,498,1.55410E+000,79.00000E-012,18.98099E+000
1,1,499,1.55722E+000,71.00000E-012,19.00486E+000
1,1,500,1.56035E+000,-573.00000E-012,19.04709E+000
1,1,501,1.56348E+000,-2.23600E-009,19.08958E+000
1,1,502,1.56660E+000,-487.00000E-012,19.13144E+000
1,1,503,1.56973E+000,-477.00000E-012,19.15536E+000
1,1,504,1.57286E+000,-42.00000E-012,19.19862E+000
1,1,505,1.57598E+000,653.00000E-012,19.24073E+000
1,1,506,1.57911E+000,115.00000E-012,19.26460E+000
1,1,507,1.58224E+000,-476.00000E-012,19.30762E+000
1,1,508,1.58537E+000,-2.11400E-009,19.34927E+000
1,1,509,1.58849E+000,424.00000E-012,19.37687E+000
1,1,510,1.59162E+000,237.00000E-012,19.41863E+000
1,1,511,1.59475E+000,1.35500E-009,19.46030E+000
1,1,512,1.59787E+000,152.00000E-012,19.48416E+000
1,1,513,1.60100E+000,-569.00000E-012,19.52797E+000
1,1,514,1.60413E+000,-1.35900E-009,19.57041E+000
1,1,515,1.60725E+000,278.00000E-012,19.59469E+000
1,1,516,1.61038E+000,-415.00000E-012,19.63870E+000
1,1,517,1.61351E+000,236.00000E-012,19.68126E+000
1,1,518,1.61664E+000,82.00000E-012,19.70509E+000
1,1,519,1.61976E+000,-520.00000E-012,19.74717E+000
1,1,520,1.62289E+000,-2.17200E-009,19.78951E+000
1,1,521,1.62602E+000,-632.00000E-012,19.83858E+000
1,1,522,1.62914E+000,-171.00000E-012,19.90167E+000
1,1,523,1.63227E+000,50.00000E-012,19.92563E+000
1,1,524,1.63540E+000,-1.73000E-009,19.96848E+000
1,1,525,1.63852E+000,-1.46800E-009,20.01035E+000
1,1,526,1.64165E+000,-183.00000E-012,20.03422E+000
1,1,527,1.64478E+000,413.00000E-012,20.05810E+000
1,1,528,1.64790E+000,-196.00000E-012,20.09970E+000
1,1,529,1.65103E+000,56.00000E-012,20.12358E+000
1,1,530,1.65416E+000,-527.00000E-012,20.16789E+000
1,1,531,1.65729E+000,-1.13900E-009,20.21043E+000
1,1,532,1.66041E+000,210.00000E-012,20.23430E+000
1,1,533,1.66354E+000,-564.00000E-012,20.25835E+000
1,1,534,1.66667E+000,-696.00000E-012,20.30098E+000
1,1,535,1.66979E+000,216.00000E-012,20.32485E+000
1,1,536,1.67292E+000,-495.00000E-012,20.36716E+000
1,1,537,1.67605E+000,-1.73800E-009,20.40898E+000
1,1,538,1.67917E+000,-615.00000E-012,20.46720E+000
1,1,539,1.68230E+000,-411.00000E-012,20.51171E+000
1,1,540,1.68543E+000,89.00000E-012,20.53567E+000
1,1,541,1.68856E+000,-842.00000E-012,20.57847E+000
1,1,542,1.69168E+000,372.00000E-012,20.62053E+000
1,1,543,1.69481E+000,64.00000E-012,20.64439E+000
1,1,544,1.69794E+000,-431.00000E-012,20.68813E+000
1,1,545,1.70106E+000,-731.00000E-012,20.73071E+000
1,1,546,1.70419E+000,504.00000E-012,20.75458E+000
1,1,547,1.70732E+000,-1.13800E-009,20.79861E+000
1,1,548,1.71044E+000,661.00000E-012,20.84112E+000
1,1,549,1.71357E+000,32.00000E-012,20.86505E+000
1,1,550,1.71670E+000,-676.00000E-012,20.90725E+000
1,1,551,1.71982E+000,7.00000E-012,20.96934E+000
1,1,552,1.72295E+000,-429.00000E-012,21.01148E+000
1,1,553,1.72608E+000,473.00000E-012,21.03544E+000
1,1,554,1.72921E+000,-1.24300E-009,21.07862E+000
1,1,555,1.73233E+000,213.00000E-012,21.12129E+000
1,1,556,1.73546E+000,4.00000E-012,21.14515E+000
1,1,557,1.73859E+000,-570.00000E-012,21.18726E+000
1,1,558,1.74171E+000,-2.11400E-009,21.22942E+000
1,1,559,1.74484E+000,-492.00000E-012,21.27173E+000
1,1,560,1.74797E+000,-101.00000E-012,21.29573E+000
1,1,561,1.75109E+000,-299.00000E-012,21.33868E+000
1,1,562,1.75422E+000,-247.00000E-012,21.38053E+000
1,1,563,1.75735E+000,75.00000E-012,21.40441E+000
1,1,564,1.76048E+000,-547.00000E-012,21.44765E+000
1,1,565,1.76360E+000,-2.20900E-009,21.48926E+000
1,1,566,1.76673E+000,-537.00000E-012,21.51714E+000
1,1,567,1.76986E+000,102.00000E-012,21.55877E+000
1,1,568,1.77298E+000,-321.00000E-012,21.60083E+000
1,1,569,1.77611E+000,115.00000E-012,21.62476E+000
1,1,570,1.77924E+000,-479.00000E-012,21.66804E+000
1,1,571,1.78236E+000,-529.00000E-012,21.71094E+000
1,1,572,1.78549E+000,382.00000E-012,21.73481E+000
1,1,573,1.78862E+000,734.00000E-012,21.77876E+000
1,1,574,1.79174E+000,388.00000E-012,21.82132E+000
1,1,575,1.79487E+000,42.00000E-012,21.84517E+000
1,1,576,1.79800E+000,-474.00000E-012,21.88721E+000
1,1,577,1.80113E+000,-2.15000E-009,21.92954E+000
1,1,578,1.80425E+000,-494.00000E-012,21.97171E+000
1,1,579,1.80738E+000,-319.00000E-012,21.99566E+000
1,1,580,1.81051E+000,-228.00000E-012,22.05870E+000
1,1,581,1.81363E+000,-161.00000E-012,22.10119E+000
1,1,582,1.81676E+000,19.00000E-012,22.12502E+000
1,1,583,1.81989E+000,-568.00000E-012,22.16731E+000
1,1,584,1.82301E+000,-2.18900E-009,22.20951E+000
1,1,585,1.82614E+000,-521.00000E-012,22.25174E+000
1,1,586,1.82927E+000,-257.00000E-012,22.27567E+000
1,1,587,1.83240E+000,246.00000E-012,22.31880E+000
1,1,588,1.83552E+000,606.00000E-012,22.36094E+000
1,1,589,1.83865E+000,125.00000E-012,22.38481E+000
1,1,590,1.84178E+000,-543.00000E-012,22.42788E+000
1,1,591,1.84490E+000,-817.00000E-012,22.47073E+000
1,1,592,1.84803E+000,140.00000E-012,22.49462E+000
1,1,593,1.85116E+000,-1.38400E-009,22.53852E+000
1,1,594,1.85428E+000,170.00000E-012,22.60244E+000
1,1,595,1.85741E+000,69.00000E-012,22.62638E+000
1,1,596,1.86054E+000,-1.56100E-009,22.66851E+000
1,1,597,1.86366E+000,-1.22200E-009,22.71073E+000
1,1,598,1.86679E+000,-507.00000E-012,22.73460E+000
1,1,599,1.86992E+000,174.00000E-012,22.77888E+000
1,1,600,1.87305E+000,751.00000E-012,22.82168E+000
1,1,601,1.87617E+000,-131.00000E-012,22.84561E+000
1,1,602,1.87930E+000,-694.00000E-012,22.88741E+000
1,1,603,1.88243E+000,-2.12100E-009,22.92977E+000
1,1,604,1.88555E+000,-533.00000E-012,22.97175E+000
1,1,605,1.88868E+000,152.00000E-012,22.99570E+000
1,1,606,1.89181E+000,-562.00000E-012,23.03868E+000
1,1,607,1.89493E+000,371.00000E-012,23.08047E+000
1,1,608,1.89806E+000,62.00000E-012,23.10436E+000
1,1,609,1.90119E+000,-1.18400E-009,23.16790E+000
1,1,610,1.90432E+000,469.00000E-012,23.21876E+000
1,1,611,1.90744E+000,-481.00000E-012,23.26066E+000
1,1,612,1.91057E+000,291.00000E-012,23.28455E+000
1,1,613,1.91370E+000,-464.00000E-012,23.32828E+000
1,1,614,1.91682E+000,-429.00000E-012,23.37099E+000
1,1,615,1.91995E+000,556.00000E-012,23.39484E+000
1,1,616,1.92308E+000,-1.29400E-009,23.43869E+000
1,1,617,1.92620E+000,746.00000E-012,23.48120E+000
1,1,618,1.92933E+000,67.00000E-012,23.50504E+000
1,1,619,1.93246E+000,-377.00000E-012,23.54728E+000
1,1,620,1.93558E+000,-1.99500E-009,23.58957E+000
1,1,621,1.93871E+000,-440.00000E-012,23.63178E+000
1,1,622,1.94184E+000,-477.00000E-012,23.69164E+000
1,1,623,1.94497E+000,-728.00000E-012,23.71551E+000
1,1,624,1.94809E+000,520.00000E-012,23.75856E+000
1,1,625,1.95122E+000,293.00000E-012,23.80089E+000
1,1,626,1.95435E+000,129.00000E-012,23.82474E+000
1,1,627,1.95747E+000,-736.00000E-012,23.86741E+000
1,1,628,1.96060E+000,-2.04200E-009,23.90956E+000
1,1,629,1.96373E+000,-501.00000E-012,23.95169E+000
1,1,630,1.96685E+000,347.00000E-012,23.97570E+000
1,1,631,1.96998E+000,-926.00000E-012,24.01883E+000
1,1,632,1.97311E+000,46.00000E-012,24.06085E+000
1,1,633,1.97624E+000,32.00000E-012,24.08473E+000
1,1,634,1.97936E+000,-583.00000E-012,24.12847E+000
1,1,635,1.98249E+000,-468.00000E-012,24.17100E+000
1,1,636,1.98562E+000,787.00000E-012,24.19810E+000
1,1,637,1.98874E+000,-142.00000E-012,24.24067E+000
1,1,638,1.99187E+000,212.00000E-012,24.26453E+000
1,1,639,1.99500E+000,-436.00000E-012,24.30730E+000
1,1,640,1.99812E+000,-1.62400E-009,24.34928E+000
1,1,641,2.00125E+000,-785.00000E-012,24.39096E+000
1,1,642,2.00438E+000,439.00000E-012,24.41484E+000
1,1,643,2.00750E+000,-168.00000E-012,24.45855E+000
1,1,644,2.01063E+000,500.00000E-012,24.50156E+000
1,1,645,2.01376E+000,100.00000E-012,24.52540E+000
1,1,646,2.01689E+000,-618.00000E-012,24.56735E+000
1,1,647,2.02001E+000,-2.02500E-009,24.60940E+000
1,1,648,2.02314E+000,-605.00000E-012,24.65148E+000
1,1,649,2.02627E+000,-588.00000E-012,24.67553E+000
1,1,650,2.02939E+000,-82.00000E-012,24.73877E+000
1,1,651,2.03252E+000,-390.00000E-012,24.78036E+000
1,1,652,2.03565E+000,67.00000E-012,24.80423E+000
1,1,653,2.03877E+000,-371.00000E-012,24.84794E+000
1,1,654,2.04190E+000,-623.00000E-012,24.89096E+000
1,1,655,2.04503E+000,86.00000E-012,24.91483E+000
1,1,656,2.04816E+000,380.00000E-012,24.95870E+000
1,1,657,2.05128E+000,145.00000E-012,25.00135E+000
1,1,658,2.05441E+000,184.00000E-012,25.02518E+000
1,1,659,2.05754E+000,-480.00000E-012,25.06731E+000
1,1,660,2.06066E+000,-1.84800E-009,25.10955E+000
1,1,661,2.06379E+000,-522.00000E-012,25.15146E+000
1,1,662,2.06692E+000,466.00000E-012,25.17536E+000
1,1,663,2.07004E+000,715.00000E-012,25.21895E+000
1,1,664,2.07317E+000,341.00000E-012,25.26093E+000
1,1,665,2.07630E+000,-649.00000E-012,25.30746E+000
1,1,666,2.07942E+000,-1.64100E-009,25.34945E+000
1,1,667,2.08255E+000,-482.00000E-012,25.39129E+000
1,1,668,2.08568E+000,-103.00000E-012,25.41524E+000
1,1,669,2.08881E+000,-502.00000E-012,25.45861E+000
1,1,670,2.09193E+000,1.04500E-009,25.50130E+000
1,1,671,2.09506E+000,237.00000E-012,25.52513E+000
1,1,672,2.09819E+000,-425.00000E-012,25.56735E+000
1,1,673,2.10130E+000,-2.22200E-009,25.60973E+000
1,1,674,2.10440E+000,-534.00000E-012,25.65164E+000
1,1,675,2.10760E+000,900.00000E-012,25.67557E+000
1,1,676,2.11070E+000,705.00000E-012,25.71892E+000
1,1,677,2.11380E+000,82.00000E-012,25.76075E+000
1,1,678,2.11690E+000,202.00000E-012,25.78463E+000
1,1,679,2.12010E+000,-1.20600E-009,25.83077E+000
1,1,680,2.12320E+000,-146.00000E-012,25.85464E+000
1,1,681,2.12630E+000,-1.06700E-009,25.87852E+000
1,1,682,2.12950E+000,-277.00000E-012,25.92043E+000
1,1,683,2.13260E+000,32.00000E-012,25.94431E+000
1,1,684,2.13570E+000,-395.00000E-012,25.98777E+000
1,1,685,2.13880E+000,-2.02900E-009,26.02942E+000
1,1,686,2.14200E+000,-507.00000E-012,26.07139E+000
1,1,687,2.14510E+000,-387.00000E-012,26.09525E+000
1,1,688,2.14820E+000,-656.00000E-012,26.13921E+000
1,1,689,2.15130E+000,-496.00000E-012,26.18103E+000
1,1,690,2.15450E+000,125.00000E-012,26.20491E+000
1,1,691,2.15760E+000,-423.00000E-012,26.24734E+000
1,1,692,2.16070E+000,-1.71400E-009,26.28992E+000
1,1,693,2.16390E+000,-1.10900E-009,26.33547E+000
1,1,694,2.16700E+000,373.00000E-012,26.37866E+000
1,1,695,2.17010E+000,-874.00000E-012,26.42073E+000
1,1,696,2.17320E+000,201.00000E-012,26.44460E+000
1,1,697,2.17640E+000,-435.00000E-012,26.48811E+000
1,1,698,2.17950E+000,-1.08100E-009,26.53098E+000
1,1,699,2.18260E+000,-344.00000E-012,26.55484E+000
1,1,700,2.18570E+000,-572.00000E-012,26.59866E+000
1,1,701,2.18890E+000,-571.00000E-012,26.64132E+000
1,1,702,2.19199E+000,157.00000E-012,26.66516E+000
1,1,703,2.19510E+000,-567.00000E-012,26.70740E+000
1,1,704,2.19820E+000,-2.11600E-009,26.74965E+000
1,1,705,2.20140E+000,-599.00000E-012,26.79146E+000
1,1,706,2.20450E+000,717.00000E-012,26.81530E+000
1,1,707,2.20760E+000,-633.00000E-012,26.88073E+000
1,1,708,2.21080E+000,271.00000E-012,26.90462E+000
1,1,709,2.21390E+000,-400.00000E-012,26.94736E+000
1,1,710,2.21700E+000,-2.18400E-009,26.98956E+000
1,1,711,2.22010E+000,-570.00000E-012,27.03168E+000
1,1,712,2.22330E+000,715.00000E-012,27.05562E+000
1,1,713,2.22640E+000,-394.00000E-012,27.09868E+000
1,1,714,2.22950E+000,-58.00000E-012,27.14078E+000
1,1,715,2.23260E+000,175.00000E-012,27.16466E+000
1,1,716,2.23580E+000,-547.00000E-012,27.20792E+000
1,1,717,2.23890E+000,-2.14000E-009,27.25041E+000
1,1,718,2.24200E+000,-17.00000E-012,27.27429E+000
1,1,719,2.24520E+000,-182.00000E-012,27.31887E+000
1,1,720,2.24830E+000,181.00000E-012,27.36041E+000
1,1,721,2.25140E+000,148.00000E-012,27.38429E+000
1,1,722,2.25450E+000,-522.00000E-012,27.44745E+000
1,1,723,2.25770E+000,-518.00000E-012,27.49169E+000
1,1,724,2.26080E+000,-530.00000E-012,27.51562E+000
1,1,725,2.26390E+000,-311.00000E-012,27.55880E+000
1,1,726,2.26700E+000,-324.00000E-012,27.60048E+000
1,1,727,2.27020E+000,-1.00000E-012,27.62437E+000
1,1,728,2.27330E+000,-627.00000E-012,27.66791E+000
1,1,729,2.27640E+000,-2.08900E-009,27.71042E+000
1,1,730,2.27950E+000,-254.00000E-012,27.75944E+000
1,1,731,2.28270E+000,795.00000E-012,27.80127E+000
1,1,732,2.28579E+000,29.00000E-012,27.82513E+000
1,1,733,2.28890E+000,-668.00000E-012,27.86765E+000
1,1,734,2.29210E+000,-1.88800E-009,27.90945E+000
1,1,735,2.29520E+000,-2.08500E-009,27.97026E+000
1,1,736,2.29830E+000,-423.00000E-012,28.01201E+000
1,1,737,2.30140E+000,71.00000E-012,28.03587E+000
1,1,738,2.30460E+000,383.00000E-012,28.07882E+000
1,1,739,2.30770E+000,-127.00000E-012,28.12084E+000
1,1,740,2.31080E+000,54.00000E-012,28.14470E+000
1,1,741,2.31390E+000,-508.00000E-012,28.18809E+000
1,1,742,2.31710E+000,-1.16300E-009,28.23097E+000
1,1,743,2.32020E+000,98.00000E-012,28.25483E+000
1,1,744,2.32330E+000,249.00000E-012,28.29904E+000
1,1,745,2.32650E+000,55.00000E-012,28.34173E+000
1,1,746,2.32960E+000,138.00000E-012,28.36569E+000
1,1,747,2.33270E+000,-688.00000E-012,28.40768E+000
1,1,748,2.33580E+000,-2.11500E-009,28.44975E+000
1,1,749,2.33900E+000,600.00000E-012,28.47742E+000
1,1,750,2.34210E+000,-862.00000E-012,28.51911E+000
1,1,751,2.34520E+000,859.00000E-012,28.56101E+000
1,1,752,2.34830E+000,115.00000E-012,28.58487E+000
1,1,753,2.35150E+000,-528.00000E-012,28.62824E+000
1,1,754,2.35460E+000,-2.18800E-009,28.66985E+000
1,1,755,2.35770E+000,-534.00000E-012,28.71183E+000
1,1,756,2.36090E+000,405.00000E-012,28.73571E+000
1,1,757,2.36400E+000,-42.00000E-012,28.77966E+000
1,1,758,2.36710E+000,-263.00000E-012,28.82155E+000
1,1,759,2.37020E+000,57.00000E-012,28.84541E+000
1,1,760,2.37340E+000,-786.00000E-012,28.88781E+000
1,1,761,2.37650E+000,-1.79900E-009,28.92976E+000
1,1,762,2.37960E+000,-405.00000E-012,28.97145E+000
1,1,763,2.38270E+000,-352.00000E-012,29.01991E+000
1,1,764,2.38590E+000,41.00000E-012,29.06182E+000
1,1,765,2.38900E+000,49.00000E-012,29.08574E+000
1,1,766,2.39210E+000,-614.00000E-012,29.12788E+000
1,1,767,2.39520E+000,-2.07700E-009,29.17046E+000
1,1,768,2.39840E+000,198.00000E-012,29.21926E+000
1,1,769,2.40150E+000,-163.00000E-012,29.26085E+000
1,1,770,2.40460E+000,166.00000E-012,29.28472E+000
1,1,771,2.40780E+000,-555.00000E-012,29.32778E+000
1,1,772,2.41090E+000,-1.97600E-009,29.36964E+000
1,1,773,2.41400E+000,-530.00000E-012,29.41189E+000
1,1,774,2.41710E+000,278.00000E-012,29.43576E+000
1,1,775,2.42030E+000,-72.00000E-012,29.48046E+000
1,1,776,2.42340E+000,-7.00000E-012,29.52646E+000
1,1,777,2.42650E+000,-739.00000E-012,29.56801E+000
1,1,778,2.42960E+000,-2.18000E-009,29.60988E+000
1,1,779,2.43280E+000,-410.00000E-012,29.65174E+000
1,1,780,2.43590E+000,305.00000E-012,29.67565E+000
1,1,781,2.43900E+000,-653.00000E-012,29.71942E+000
1,1,782,2.44220E+000,838.00000E-012,29.76141E+000
1,1,783,2.44530E+000,-20.00000E-012,29.78528E+000
1,1,784,2.44840E+000,-618.00000E-012,29.82852E+000
1,1,785,2.45150E+000,-1.33900E-009,29.87100E+000
1,1,786,2.45470E+000,146.00000E-012,29.89488E+000
1,1,787,2.45780E+000,-385.00000E-012,29.93941E+000
1,1,788,2.46090E+000,697.00000E-012,29.98103E+000
1,1,789,2.46399E+000,73.00000E-012,30.00490E+000
1,1,790,2.46720E+000,-1.66800E-009,30.06906E+000
1,1,791,2.47030E+000,-486.00000E-012,30.11174E+000
1,1,792,2.47340E+000,-669.00000E-012,30.13574E+000
1,1,793,2.47650E+000,-639.00000E-012,30.17955E+000
1,1,794,2.47970E+000,-873.00000E-012,30.22134E+000
1,1,795,2.48280E+000,189.00000E-012,30.24521E+000
1,1,796,2.48590E+000,-647.00000E-012,30.28849E+000
1,1,797,2.48910E+000,-1.50900E-009,30.33101E+000
1,1,798,2.49220E+000,-339.00000E-012,30.35488E+000
1,1,799,2.49530E+000,1.31800E-009,30.37901E+000
1,1,800,2.49840E+000,585.00000E-012,30.42070E+000
